Source,Target,Type,ID,Label,Weight
197,44,Directed,1055,,1
197,44,Directed,1056,,1
197,50,Directed,1057,,1
197,54,Directed,1058,,1
197,56,Directed,1059,,1
197,57,Directed,1060,,1
197,60,Directed,1061,,3
197,66,Directed,1062,,1
197,75,Directed,1063,,1
197,123,Directed,1064,,1
197,180,Directed,1065,,1
197,186,Directed,1066,,4
197,187,Directed,1067,,2
197,189,Directed,1068,,5
197,232,Directed,1069,,1
197,232,Directed,1070,,1
198,187,Directed,1071,,1
198,216,Directed,1072,,1
201,13,Directed,1073,,1
201,54,Directed,1074,,3
201,176,Directed,1075,,1
201,177,Directed,1076,,2
201,185,Directed,1077,,1
201,194,Directed,1078,,1
202,12,Directed,1079,,1
202,53,Directed,1080,,1
202,176,Directed,1081,,2
202,177,Directed,1082,,12
202,188,Directed,1083,,1
202,220,Directed,1084,,3
202,222,Directed,1085,,8
203,54,Directed,1086,,4
203,176,Directed,1087,,5
203,177,Directed,1088,,2
203,189,Directed,1089,,1
203,221,Directed,1090,,6
204,53,Directed,1091,,4
205,54,Directed,1092,,3
210,167,Directed,1093,,1
211,166,Directed,1094,,1
212,167,Directed,1095,,1
213,166,Directed,1096,,1
213,215,Directed,1097,,1
214,14,Directed,1098,,1
214,167,Directed,1099,,1
214,216,Directed,1100,,1
215,55,Directed,1101,,1
215,56,Directed,1102,,1
215,166,Directed,1103,,1
215,213,Directed,1104,,1
216,166,Directed,1105,,1
216,167,Directed,1106,,1
216,198,Directed,1107,,1
216,214,Directed,1108,,1
217,54,Directed,1109,,1
217,68,Directed,1110,,1
217,69,Directed,1111,,1
217,166,Directed,1112,,1
217,190,Directed,1113,,3
217,203,Directed,1114,,1
218,53,Directed,1115,,1
218,68,Directed,1116,,1
218,69,Directed,1117,,2
218,167,Directed,1118,,1
218,190,Directed,1119,,4
218,202,Directed,1120,,3
220,68,Directed,1121,,1
220,69,Directed,1122,,1
220,193,Directed,1123,,3
220,201,Directed,1124,,4
220,202,Directed,1125,,3
221,165,Directed,1126,,1
221,166,Directed,1127,,1
221,167,Directed,1128,,1
221,181,Directed,1129,,1
221,184,Directed,1130,,1
221,224,Directed,1131,,2
222,165,Directed,1132,,1
222,167,Directed,1133,,1
222,181,Directed,1134,,1
222,185,Directed,1135,,1
223,160,Directed,1136,,1
223,165,Directed,1137,,8
223,167,Directed,1138,,2
223,181,Directed,1139,,1
223,182,Directed,1140,,1
223,182,Directed,1141,,1
223,185,Directed,1142,,1
223,188,Directed,1143,,1
223,222,Directed,1144,,4
223,224,Directed,1145,,1
224,165,Directed,1146,,5
224,166,Directed,1147,,2
224,183,Directed,1148,,2
224,183,Directed,1149,,1
224,184,Directed,1150,,1
224,189,Directed,1151,,1
224,221,Directed,1152,,2
224,223,Directed,1153,,1
225,178,Directed,1154,,3
225,191,Directed,1155,,1
226,115,Directed,1156,,1
226,179,Directed,1157,,3
226,189,Directed,1158,,1
226,190,Directed,1159,,1
226,192,Directed,1160,,1
226,234,Directed,1161,,1
227,178,Directed,1162,,3
227,191,Directed,1163,,1
227,192,Directed,1164,,1
227,193,Directed,1165,,2
228,117,Directed,1166,,1
228,179,Directed,1167,,3
228,188,Directed,1168,,1
228,192,Directed,1169,,2
228,193,Directed,1170,,2
229,55,Directed,1171,,1
229,82,Directed,1172,,1
229,116,Directed,1173,,1
229,132,Directed,1174,,1
229,185,Directed,1175,,1
229,211,Directed,1176,,1
229,218,Directed,1177,,1
229,231,Directed,1178,,2
230,56,Directed,1179,,1
230,83,Directed,1180,,1
230,117,Directed,1181,,3
230,123,Directed,1182,,1
230,131,Directed,1183,,1
230,186,Directed,1184,,1
230,187,Directed,1185,,1
230,194,Directed,1186,,1
230,212,Directed,1187,,2
230,217,Directed,1188,,1
230,232,Directed,1189,,2
231,43,Directed,1190,,1
231,51,Directed,1191,,1
231,55,Directed,1192,,1
231,59,Directed,1193,,3
231,67,Directed,1194,,1
231,168,Directed,1195,,1
232,52,Directed,1196,,1
232,55,Directed,1197,,1
232,56,Directed,1198,,2
232,60,Directed,1199,,2
232,123,Directed,1200,,1
232,165,Directed,1201,,3
232,174,Directed,1202,,2
232,179,Directed,1203,,3
232,187,Directed,1204,,1
232,197,Directed,1205,,1
232,197,Directed,1206,,1
232,212,Directed,1207,,1
233,53,Directed,1208,,1
233,60,Directed,1209,,2
233,166,Directed,1210,,1
233,185,Directed,1211,,1
233,188,Directed,1212,,2
233,221,Directed,1213,,1
233,222,Directed,1214,,1
234,54,Directed,1215,,1
234,59,Directed,1216,,2
234,60,Directed,1217,,2
234,167,Directed,1218,,1
234,174,Directed,1219,,1
234,184,Directed,1220,,3
234,189,Directed,1221,,1
234,221,Directed,1222,,3
235,54,Directed,1223,,1
235,56,Directed,1224,,1
235,60,Directed,1225,,5
235,166,Directed,1226,,2
235,175,Directed,1227,,1
235,181,Directed,1228,,1
235,184,Directed,1229,,4
235,189,Directed,1230,,2
235,216,Directed,1231,,1
235,224,Directed,1232,,1
236,53,Directed,1233,,1
236,53,Directed,1234,,1
236,59,Directed,1235,,6
236,165,Directed,1236,,1
236,167,Directed,1237,,1
236,174,Directed,1238,,1
236,185,Directed,1239,,6
236,188,Directed,1240,,1
236,214,Directed,1241,,1
236,215,Directed,1242,,1
236,223,Directed,1243,,3
237,53,Directed,1244,,3
